,type,time,dayofweek,models,params,queuelen,trials,duration
2208,9.0,0.6958333333333333,2.0,4.0,519.0,0.0,40.0,0.0
2209,,0.22430555555555542,5.0,62.0,,0.0,20.0,0.0
2210,12.0,0.4444444444444458,3.0,1.0,1703.0,0.0,40.0,0.0
2211,,0.5263888888888876,4.0,23.0,468.0,0.0,40.0,0.0
2212,13.0,0.4715277777777791,5.0,13.0,5542.0,212.0,40.0,1.0
2213,12.0,0.6868055555555542,5.0,7.0,3315.0,0.0,40.0,1.0
2214,12.0,0.7055555555555543,1.0,39.0,3287.0,14.0,40.0,2.0
2215,7.0,0.6305555555555542,5.0,9.0,3513.0,0.0,200.0,3.0
2216,0.0,0.4354166666666666,3.0,1.0,524.0,0.0,40.0,0.0
2217,9.0,0.5319444444444458,1.0,2.0,265.0,0.0,40.0,0.0
2218,9.0,0.5437500000000001,7.0,20.0,512.0,0.0,40.0,0.0
2219,11.0,0.6979166666666666,1.0,2.0,36991.0,0.0,40.0,0.0
2220,9.0,0.709027777777779,5.0,10.0,2303.0,0.0,40.0,1.0
2221,13.0,0.6493055555555542,4.0,19.0,9486.0,23.0,40.0,0.0
2222,9.0,0.5638888888888876,1.0,24.0,416.0,0.0,40.0,0.0
2223,14.0,0.5791666666666667,5.0,10.0,2643.0,0.0,200.0,2.0
2224,14.0,0.7111111111111125,2.0,15.0,3185.0,0.0,40.0,1.0
2225,4.0,0.5784722222222208,2.0,2.0,237.0,0.0,40.0,0.0
2226,11.0,0.4479166666666667,5.0,14.0,31680.0,0.0,40.0,0.0
2227,12.0,0.4923611111111124,5.0,8.0,5570.0,0.0,40.0,1.0
2228,14.0,0.5201388888888876,5.0,14.0,2416.0,0.0,40.0,1.0
2229,12.0,0.6222222222222209,5.0,6.0,6406.0,634.0,40.0,3.0
2230,14.0,0.7520833333333333,3.0,21.0,3256.0,100.0,100.0,2.0
2231,14.0,0.4145833333333333,5.0,1.0,,0.0,200.0,1.0
2232,2.0,0.17916666666666667,2.0,221.0,18490.0,0.0,40.0,2.0
2233,13.0,0.7590277777777791,2.0,9.0,3811.0,0.0,40.0,0.0
2234,9.0,0.8291666666666666,5.0,23.0,78.0,1.0,40.0,0.0
2235,8.0,0.38472222222222213,5.0,33.0,23610.0,0.0,20.0,0.0
2236,9.0,0.4180555555555541,5.0,1.0,,0.0,40.0,0.0
2237,8.0,0.7486111111111123,5.0,24.0,25386.0,0.0,40.0,0.0
2238,9.0,0.5402777777777791,3.0,8.0,3761.0,41.0,40.0,0.0
2239,14.0,0.5069444444444458,3.0,21.0,3291.0,67.0,40.0,1.0
2240,12.0,0.7208333333333333,3.0,51.0,9689.0,0.0,100.0,1.0
2241,14.0,0.4763888888888876,3.0,21.0,,232.0,100.0,2.0
2242,9.0,0.7305555555555543,4.0,15.0,143.0,0.0,40.0,0.0
2243,11.0,0.7340277777777792,2.0,51.0,,0.0,40.0,0.0
2244,7.0,0.6340277777777791,5.0,19.0,6299.0,141.0,40.0,1.0
2245,2.0,0.7000000000000001,3.0,33.0,21955.0,0.0,40.0,0.0
2246,9.0,0.4083333333333334,4.0,4.0,2265.0,0.0,40.0,0.0
2247,8.0,0.6979166666666666,4.0,5.0,63014.0,0.0,40.0,0.0
2248,3.0,0.540972222222221,2.0,1.0,81.0,0.0,40.0,0.0
2249,8.0,0.45,4.0,8.0,22953.0,0.0,20.0,0.0
2250,2.0,0.2354166666666667,1.0,220.0,15985.0,0.0,40.0,2.0
2251,5.0,0.7680555555555543,1.0,148.0,1510.0,0.0,40.0,1.0
2252,11.0,0.4395833333333334,4.0,23.0,7116.0,0.0,40.0,0.0
2253,9.0,0.5458333333333333,7.0,40.0,506.0,0.0,40.0,1.0
2254,3.0,0.7013888888888875,5.0,1.0,107.0,0.0,40.0,0.0
2255,6.0,0.7159722222222209,2.0,7.0,1526.0,189.0,40.0,1.0
2256,11.0,0.4326388888888875,5.0,5.0,25000.0,0.0,40.0,0.0
2257,14.0,0.4097222222222221,2.0,27.0,,3.0,20.0,2.0
2258,14.0,0.5104166666666666,1.0,56.0,2827.0,0.0,40.0,3.0
2259,7.0,0.4423611111111125,2.0,1.0,732.0,0.0,40.0,1.0
2260,13.0,0.7319444444444457,1.0,34.0,3095.0,3.0,40.0,0.0
2261,7.0,0.6444444444444458,2.0,13.0,4566.0,0.0,40.0,3.0
2262,9.0,0.6652777777777791,1.0,1.0,1233.0,0.0,40.0,0.0
2263,,0.4770833333333333,4.0,19.0,,42.0,40.0,0.0
2264,12.0,0.48055555555555424,2.0,13.0,3833.0,0.0,40.0,2.0
2265,9.0,0.5972222222222209,1.0,21.0,859.0,0.0,40.0,0.0
2266,9.0,0.5187499999999999,3.0,2.0,416.0,0.0,40.0,0.0
2267,14.0,0.3819444444444446,5.0,21.0,3258.0,13.0,40.0,1.0
2268,14.0,0.4201388888888875,2.0,13.0,,0.0,40.0,2.0
2269,9.0,0.6555555555555542,2.0,10.0,3443.0,273.0,40.0,1.0
2270,11.0,0.4361111111111125,5.0,13.0,26485.0,0.0,40.0,0.0
2271,7.0,0.5888888888888876,1.0,32.0,3270.0,0.0,40.0,1.0
2272,14.0,0.6124999999999999,2.0,25.0,264.0,0.0,40.0,1.0
2273,7.0,0.5569444444444458,2.0,5.0,1647.0,0.0,40.0,1.0
2274,14.0,0.4444444444444458,3.0,20.0,3018.0,391.0,100.0,2.0
2275,8.0,0.49374999999999997,2.0,132.0,13110.0,0.0,40.0,0.0
2276,8.0,0.5743055555555542,2.0,4.0,4194.0,0.0,40.0,0.0
2277,,0.6840277777777791,5.0,5.0,1075.0,31.0,40.0,0.0
2278,5.0,0.4993055555555543,5.0,2.0,17686.0,46.0,40.0,0.0
2279,9.0,0.5736111111111124,4.0,12.0,2132.0,0.0,40.0,0.0
2280,14.0,0.4423611111111125,1.0,20.0,3274.0,242.0,100.0,2.0
2281,9.0,0.8777777777777791,7.0,17.0,227.0,0.0,40.0,0.0
2282,7.0,0.9368055555555542,2.0,5.0,,0.0,40.0,2.0
2283,8.0,0.45972222222222087,1.0,11.0,21509.0,0.0,40.0,0.0
2284,9.0,0.7923611111111124,2.0,147.0,2633.0,0.0,40.0,3.0
2285,8.0,0.6333333333333333,2.0,13.0,69449.0,0.0,40.0,0.0
2286,12.0,0.6409722222222208,2.0,12.0,8241.0,0.0,40.0,2.0
2287,7.0,0.44930555555555424,3.0,3.0,1068.0,0.0,40.0,1.0
2288,4.0,0.41250000000000003,5.0,1.0,165.0,0.0,40.0,0.0
2289,14.0,0.7583333333333333,4.0,21.0,3264.0,4.0,100.0,1.0
2290,12.0,0.5895833333333333,3.0,9.0,18436.0,0.0,40.0,1.0
2291,14.0,0.6236111111111124,5.0,71.0,,0.0,40.0,1.0
2292,14.0,0.14236111111111124,4.0,56.0,2807.0,0.0,400.0,3.0
2293,,0.6993055555555543,1.0,39.0,3393.0,29.0,40.0,2.0
2294,11.0,0.6145833333333334,1.0,32.0,22245.0,0.0,40.0,0.0
2295,8.0,0.7138888888888876,4.0,43.0,75088.0,0.0,200.0,1.0
2296,14.0,0.7625000000000001,4.0,1.0,2830.0,0.0,40.0,0.0
2297,9.0,0.697222222222221,3.0,5.0,95.0,0.0,40.0,0.0
2298,12.0,0.7222222222222209,4.0,23.0,6996.0,0.0,40.0,2.0
2299,9.0,0.7277777777777791,5.0,2.0,1265.0,0.0,40.0,0.0
2300,5.0,0.4361111111111125,2.0,5.0,7424.0,0.0,40.0,1.0
2301,9.0,0.6604166666666667,5.0,10.0,3693.0,0.0,40.0,1.0
2302,13.0,0.4048611111111113,1.0,28.0,2819.0,0.0,40.0,0.0
2303,9.0,0.4555555555555542,3.0,16.0,3251.0,449.0,40.0,0.0
2304,6.0,0.2513888888888888,5.0,62.0,647.0,1.0,20.0,0.0
2305,8.0,0.4888888888888876,3.0,3.0,20800.0,0.0,40.0,0.0
2306,12.0,0.4770833333333333,3.0,16.0,9216.0,2.0,40.0,1.0
2307,9.0,0.29444444444444456,4.0,62.0,987.0,1.0,20.0,1.0
2308,4.0,0.6916666666666668,3.0,8.0,787.0,0.0,40.0,0.0
2309,9.0,0.7298611111111124,5.0,11.0,3271.0,0.0,40.0,1.0
2310,14.0,0.47013888888888755,2.0,13.0,1264.0,0.0,400.0,3.0
2311,9.0,0.6104166666666667,1.0,2.0,756.0,0.0,40.0,0.0
2312,9.0,0.6437499999999999,4.0,3.0,928.0,0.0,40.0,0.0
2313,9.0,0.33125,1.0,14.0,1586.0,0.0,40.0,0.0
2314,9.0,0.4659722222222209,4.0,2.0,4932.0,0.0,400.0,1.0
2315,,0.7770833333333332,2.0,82.0,951.0,7.0,20.0,0.0
2316,13.0,0.6118055555555543,3.0,220.0,1346.0,11.0,40.0,1.0
2317,14.0,0.4465277777777792,4.0,21.0,,1.0,100.0,2.0
2318,12.0,0.5729166666666666,5.0,26.0,1303.0,3.0,20.0,2.0
2319,12.0,0.5777777777777792,5.0,10.0,7558.0,0.0,200.0,2.0
2320,0.0,0.4784722222222209,2.0,12.0,3790.0,0.0,40.0,1.0
2321,9.0,0.5916666666666667,4.0,5.0,77.0,0.0,40.0,0.0
2322,2.0,0.634722222222221,2.0,13.0,58651.0,0.0,40.0,0.0
2323,11.0,0.7000000000000001,5.0,7.0,33377.0,0.0,40.0,0.0
2324,11.0,0.6743055555555543,3.0,2.0,23916.0,0.0,40.0,0.0
2325,13.0,0.011805555555555543,1.0,55.0,4930.0,0.0,40.0,1.0
2326,9.0,0.40555555555555545,2.0,5.0,9719.0,0.0,40.0,0.0
2327,12.0,0.7333333333333334,5.0,8.0,2779.0,1.0,20.0,1.0
2328,8.0,0.4236111111111125,1.0,1.0,379.0,0.0,40.0,0.0
2329,7.0,0.5437500000000001,5.0,35.0,556.0,0.0,40.0,0.0
2330,13.0,0.7423611111111125,4.0,9.0,6436.0,1.0,40.0,1.0
2331,14.0,0.41736111111111246,3.0,17.0,3220.0,12.0,100.0,1.0
2332,6.0,0.6263888888888876,2.0,13.0,4953.0,0.0,40.0,2.0
2333,,0.35486111111111124,1.0,191.0,36737.0,0.0,40.0,1.0
2334,9.0,0.9666666666666667,6.0,10.0,2325.0,0.0,40.0,1.0
2335,13.0,0.7472222222222209,1.0,11.0,4219.0,22.0,40.0,0.0
2336,9.0,0.4180555555555541,4.0,79.0,943.0,1.0,20.0,1.0
2337,12.0,0.4611111111111124,4.0,8.0,,2.0,20.0,1.0
2338,9.0,0.8076388888888876,4.0,6.0,2992.0,0.0,20.0,0.0
2339,9.0,0.4923611111111124,3.0,83.0,953.0,0.0,20.0,1.0
2340,9.0,0.5465277777777792,7.0,26.0,528.0,0.0,40.0,1.0
2341,3.0,0.6215277777777791,1.0,2.0,269.0,0.0,40.0,0.0
2342,8.0,0.42291666666666666,1.0,2.0,340.0,0.0,40.0,0.0
2343,2.0,0.6166666666666667,1.0,51.0,43670.0,0.0,40.0,1.0
2344,8.0,0.5812499999999999,3.0,15.0,75959.0,0.0,40.0,0.0
2345,6.0,0.6222222222222209,2.0,13.0,,0.0,40.0,0.0
2346,10.0,0.6666666666666666,4.0,9.0,,0.0,20.0,0.0
2347,8.0,0.6069444444444457,4.0,24.0,440.0,0.0,40.0,0.0
2348,14.0,0.63125,2.0,16.0,1319.0,0.0,400.0,3.0
2349,12.0,0.6479166666666667,4.0,19.0,9474.0,15.0,40.0,1.0
2350,3.0,0.7493055555555542,1.0,12.0,1485.0,0.0,40.0,0.0
2351,7.0,0.6590277777777791,5.0,13.0,2873.0,122.0,40.0,2.0
2352,2.0,0.8208333333333333,1.0,27.0,37209.0,0.0,40.0,0.0
2353,14.0,0.6388888888888876,3.0,13.0,638.0,0.0,20.0,0.0
2354,3.0,0.4590277777777791,3.0,1.0,129.0,0.0,40.0,0.0
2355,13.0,0.4680555555555543,3.0,15.0,2398.0,1.0,40.0,0.0
2356,12.0,0.6159722222222209,4.0,3.0,115.0,0.0,40.0,0.0
2357,7.0,0.55625,1.0,18.0,3731.0,0.0,40.0,1.0
2358,11.0,0.4222222222222209,5.0,6.0,23286.0,0.0,40.0,0.0
2359,9.0,0.5763888888888876,3.0,5.0,1171.0,0.0,40.0,0.0
2360,13.0,0.6715277777777792,5.0,1.0,2391.0,0.0,40.0,0.0
2361,8.0,0.7298611111111124,1.0,12.0,57746.0,0.0,40.0,0.0
2362,,0.6888888888888877,3.0,5.0,874.0,0.0,40.0,0.0
2363,7.0,0.44375000000000003,5.0,2.0,896.0,0.0,40.0,1.0
2364,13.0,0.011805555555555543,5.0,55.0,4870.0,0.0,40.0,1.0
2365,13.0,0.7270833333333333,2.0,51.0,433.0,2975.0,40.0,0.0
2366,8.0,0.6298611111111124,5.0,19.0,53905.0,0.0,40.0,0.0
2367,11.0,0.47569444444444575,2.0,13.0,25650.0,0.0,40.0,0.0
2368,,0.2902777777777779,3.0,82.0,19306.0,0.0,20.0,0.0
2369,7.0,0.7201388888888877,2.0,2.0,1060.0,0.0,40.0,1.0
2370,11.0,0.41041666666666665,2.0,13.0,87980.0,0.0,40.0,1.0
2371,6.0,0.5888888888888876,1.0,33.0,982.0,169.0,40.0,1.0
2372,13.0,0.3215277777777779,4.0,8.0,,0.0,40.0,0.0
2373,,0.4791666666666667,3.0,31.0,3083.0,6.0,40.0,0.0
2374,8.0,0.4375,1.0,11.0,20817.0,0.0,40.0,0.0
2375,9.0,0.8784722222222209,7.0,23.0,179.0,0.0,40.0,0.0
2376,9.0,0.5041666666666667,3.0,16.0,3203.0,1.0,40.0,0.0
2377,12.0,0.4201388888888875,2.0,5.0,17136.0,0.0,20.0,1.0
2378,14.0,0.7527777777777791,4.0,17.0,3245.0,0.0,40.0,1.0
2379,13.0,0.6486111111111125,5.0,18.0,7286.0,0.0,40.0,0.0
2380,,0.4222222222222209,1.0,3.0,99764.0,0.0,40.0,0.0
2381,11.0,0.5638888888888876,5.0,9.0,53055.0,0.0,200.0,1.0
2382,9.0,0.21111111111111125,1.0,62.0,353.0,0.0,20.0,0.0
2383,9.0,0.5034722222222209,2.0,7.0,2686.0,0.0,40.0,0.0
2384,12.0,0.6965277777777791,5.0,6.0,3440.0,0.0,40.0,1.0
2385,14.0,0.6444444444444458,3.0,18.0,3326.0,0.0,40.0,1.0
2386,8.0,0.5520833333333334,4.0,1.0,709.0,0.0,40.0,0.0
2387,0.0,0.4361111111111125,5.0,24.0,1640.0,0.0,40.0,1.0
2388,13.0,0.6513888888888876,4.0,44.0,14986.0,0.0,200.0,2.0
2389,13.0,0.07083333333333333,4.0,10.0,751.0,0.0,40.0,2.0
2390,14.0,0.5263888888888876,1.0,57.0,4312.0,0.0,40.0,3.0
2391,2.0,0.37430555555555545,1.0,221.0,9215.0,0.0,40.0,2.0
2392,11.0,0.40902777777777793,2.0,13.0,208745.0,0.0,40.0,1.0
2393,7.0,0.5208333333333334,5.0,14.0,4847.0,0.0,40.0,1.0
2394,14.0,0.6291666666666667,5.0,18.0,3230.0,1.0,40.0,1.0
2395,11.0,0.615277777777779,2.0,13.0,93891.0,0.0,40.0,1.0
2396,14.0,0.2659722222222221,4.0,70.0,4311.0,0.0,400.0,3.0
2397,9.0,0.41180555555555537,5.0,2.0,799.0,0.0,200.0,0.0
2398,9.0,0.5826388888888876,5.0,46.0,,80.0,40.0,2.0
2399,9.0,0.6131944444444458,2.0,2.0,2607.0,86.0,40.0,3.0
2400,9.0,0.5458333333333333,7.0,35.0,537.0,0.0,40.0,1.0
2401,9.0,0.6409722222222208,4.0,4.0,,0.0,40.0,0.0
2402,11.0,0.4215277777777791,1.0,3.0,122662.0,0.0,40.0,0.0
2403,,0.7840277777777791,3.0,16.0,1253.0,0.0,400.0,3.0
2404,14.0,0.7569444444444459,3.0,21.0,3237.0,78.0,100.0,2.0
2405,9.0,0.5451388888888876,7.0,24.0,511.0,0.0,40.0,1.0
2406,9.0,0.7381944444444457,5.0,20.0,1800.0,0.0,40.0,1.0
2407,9.0,0.6958333333333333,5.0,5.0,1149.0,11.0,40.0,0.0
2408,9.0,0.6208333333333333,2.0,13.0,1271.0,0.0,40.0,0.0
2409,8.0,0.6576388888888876,1.0,2.0,26584.0,0.0,200.0,0.0
2410,11.0,0.5256944444444458,3.0,83.0,19287.0,0.0,20.0,0.0
2411,9.0,0.5388888888888875,1.0,28.0,870.0,0.0,40.0,0.0
2412,14.0,0.74375,4.0,8.0,2251.0,141.0,40.0,1.0
2413,14.0,0.7506944444444458,2.0,1.0,5083.0,0.0,200.0,2.0
2414,7.0,0.6472222222222209,2.0,12.0,4427.0,0.0,40.0,3.0
2415,9.0,0.3611111111111112,4.0,7.0,6422.0,0.0,40.0,1.0
2416,14.0,0.6409722222222208,5.0,20.0,3253.0,0.0,40.0,1.0
2417,8.0,0.4375,5.0,8.0,20314.0,0.0,40.0,0.0
2418,14.0,0.6013888888888875,3.0,1.0,833.0,0.0,200.0,1.0
2419,9.0,0.5631944444444458,1.0,22.0,380.0,0.0,40.0,0.0
2420,13.0,0.023611111111111124,3.0,51.0,4860.0,0.0,40.0,1.0
2421,9.0,0.5812499999999999,5.0,6.0,3154.0,0.0,40.0,0.0
2422,11.0,0.7201388888888877,4.0,43.0,96206.0,0.0,200.0,2.0
2423,3.0,0.6437499999999999,4.0,3.0,433.0,0.0,40.0,0.0
2424,,0.6409722222222208,4.0,6.0,316.0,0.0,40.0,0.0
2425,2.0,0.5395833333333333,3.0,8.0,74594.0,0.0,40.0,0.0
2426,2.0,0.5805555555555543,2.0,26.0,33751.0,0.0,40.0,0.0
2427,3.0,0.6868055555555542,3.0,2.0,287.0,0.0,40.0,0.0
2428,,0.41597222222222213,5.0,5.0,834.0,126.0,40.0,0.0
2429,9.0,0.39166666666666666,1.0,8.0,2301.0,0.0,40.0,0.0
2430,9.0,0.5041666666666667,7.0,7.0,451.0,0.0,40.0,0.0
2431,9.0,0.5069444444444458,5.0,8.0,2053.0,222.0,40.0,1.0
2432,5.0,0.48125,1.0,1.0,3558.0,0.0,40.0,0.0
2433,,0.6479166666666667,5.0,2.0,2686.0,0.0,40.0,1.0
2434,7.0,0.4993055555555543,4.0,2.0,849.0,0.0,40.0,1.0
2435,8.0,0.7611111111111124,3.0,3.0,324.0,0.0,40.0,0.0
2436,14.0,0.46736111111111245,3.0,16.0,3242.0,2.0,40.0,1.0
2437,9.0,0.6888888888888877,1.0,5.0,79.0,0.0,100.0,1.0
2438,12.0,0.5659722222222209,1.0,23.0,3009.0,0.0,40.0,1.0
2439,,0.5909722222222209,2.0,13.0,4615.0,0.0,40.0,1.0
2440,12.0,0.6451388888888876,2.0,12.0,19853.0,0.0,40.0,2.0
2441,7.0,0.4166666666666667,5.0,2.0,601.0,0.0,200.0,2.0
2442,9.0,0.5458333333333333,7.0,19.0,506.0,0.0,40.0,1.0
2443,9.0,0.5923611111111124,1.0,28.0,5006.0,2.0,40.0,2.0
2444,11.0,0.40902777777777793,3.0,148.0,78963.0,0.0,40.0,1.0
2445,8.0,0.7048611111111125,5.0,16.0,30606.0,0.0,40.0,0.0
2446,14.0,0.6583333333333333,4.0,13.0,1276.0,0.0,400.0,3.0
2447,9.0,0.5347222222222209,1.0,28.0,248.0,0.0,40.0,0.0
2448,9.0,0.45486111111111244,3.0,16.0,3278.0,511.0,40.0,0.0
2449,9.0,0.5506944444444458,2.0,1.0,486.0,0.0,40.0,0.0
2450,2.0,0.771527777777779,2.0,8.0,25877.0,0.0,40.0,0.0
2451,,0.5486111111111124,3.0,2.0,3519.0,0.0,40.0,1.0
2452,,0.5826388888888876,2.0,58.0,989.0,7.0,40.0,1.0
2453,3.0,0.6729166666666666,3.0,1.0,163.0,0.0,40.0,0.0
2454,9.0,0.19999999999999998,3.0,10.0,17217.0,0.0,40.0,0.0
2455,9.0,0.8833333333333333,7.0,21.0,165.0,0.0,40.0,0.0
2456,9.0,0.5416666666666666,3.0,10.0,960.0,0.0,40.0,0.0
2457,14.0,0.6159722222222209,2.0,26.0,1683.0,0.0,40.0,2.0
2458,13.0,0.41041666666666665,2.0,12.0,8392.0,0.0,40.0,0.0
2459,4.0,0.38472222222222213,3.0,1.0,156.0,0.0,40.0,0.0
2460,9.0,0.7243055555555542,4.0,7.0,,0.0,40.0,0.0
2461,5.0,0.6631944444444458,5.0,8.0,4620.0,0.0,20.0,0.0
2462,0.0,0.6194444444444458,2.0,13.0,4832.0,11.0,40.0,0.0
2463,9.0,0.6430555555555543,3.0,2.0,4911.0,0.0,200.0,0.0
2464,9.0,0.45694444444444576,1.0,14.0,1830.0,3.0,40.0,1.0
2465,8.0,0.6493055555555542,5.0,2.0,55443.0,0.0,40.0,0.0
2466,14.0,0.8368055555555541,5.0,13.0,1299.0,0.0,400.0,3.0
2467,14.0,0.6145833333333334,3.0,20.0,3256.0,0.0,40.0,1.0
2468,9.0,0.29375,4.0,62.0,1002.0,1.0,20.0,1.0
2469,7.0,0.6458333333333334,2.0,2.0,,0.0,40.0,1.0
2470,4.0,0.7312500000000001,2.0,52.0,1459.0,0.0,40.0,1.0
2471,9.0,0.3277777777777779,1.0,13.0,1585.0,0.0,40.0,0.0
2472,9.0,0.7291666666666666,2.0,6.0,2024.0,0.0,40.0,0.0
2473,9.0,0.8388888888888876,2.0,147.0,,0.0,40.0,3.0
2474,7.0,0.3868055555555554,2.0,222.0,1367.0,0.0,40.0,2.0
2475,14.0,0.7374999999999999,4.0,23.0,445.0,3.0,40.0,2.0
2476,0.0,0.75625,5.0,13.0,3725.0,0.0,400.0,2.0
2477,8.0,0.4388888888888875,4.0,23.0,5916.0,0.0,40.0,0.0
2478,12.0,0.6826388888888876,1.0,27.0,3903.0,2.0,40.0,1.0
2479,2.0,0.4284722222222208,1.0,221.0,11645.0,0.0,40.0,2.0
2480,9.0,0.5208333333333334,1.0,6.0,1159.0,199.0,40.0,1.0
2481,7.0,0.7104166666666667,5.0,51.0,9363.0,0.0,40.0,2.0
2482,13.0,0.0013888888888888874,4.0,160.0,2697.0,19.0,40.0,1.0
2483,,0.5458333333333333,7.0,34.0,535.0,0.0,40.0,1.0
2484,13.0,0.5736111111111124,3.0,8.0,2104.0,17.0,40.0,0.0
2485,7.0,0.4715277777777791,5.0,14.0,4627.0,0.0,40.0,1.0
2486,,0.5034722222222209,7.0,12.0,485.0,0.0,40.0,0.0
2487,9.0,0.09999999999999999,2.0,62.0,626.0,2.0,20.0,1.0
2488,4.0,0.5506944444444458,2.0,1.0,73.0,0.0,40.0,0.0
2489,7.0,0.6930555555555542,5.0,13.0,4532.0,14.0,40.0,1.0
2490,8.0,0.6590277777777791,4.0,10.0,69662.0,0.0,40.0,0.0
2491,12.0,0.7347222222222208,2.0,9.0,4752.0,0.0,100.0,1.0
2492,12.0,0.5743055555555542,2.0,1.0,207.0,0.0,40.0,0.0
2493,13.0,0.6729166666666666,5.0,3.0,,1.0,40.0,0.0
2494,0.0,0.39305555555555544,1.0,8.0,2613.0,92.0,40.0,0.0
2495,2.0,0.5548611111111125,1.0,18.0,24950.0,0.0,40.0,0.0
2496,14.0,0.7000000000000001,3.0,265.0,385.0,11.0,40.0,2.0
2497,14.0,0.6791666666666667,1.0,45.0,598.0,0.0,40.0,1.0
2498,8.0,0.25625000000000003,5.0,27.0,24825.0,0.0,40.0,0.0
2499,14.0,0.4152777777777779,3.0,17.0,3239.0,10.0,100.0,1.0
2500,13.0,0.5437500000000001,4.0,19.0,9496.0,0.0,40.0,0.0
2501,0.0,0.4354166666666666,4.0,9.0,2780.0,1.0,20.0,0.0
2502,11.0,0.6854166666666667,3.0,1.0,14282.0,0.0,40.0,0.0
2503,8.0,0.5791666666666667,3.0,17.0,6647.0,0.0,40.0,0.0
2504,14.0,0.45,3.0,6.0,830.0,188.0,40.0,1.0
2505,9.0,0.8798611111111124,7.0,26.0,213.0,0.0,40.0,1.0
2506,,0.45138888888888756,2.0,5.0,13791.0,0.0,40.0,1.0
2507,3.0,0.6576388888888876,4.0,1.0,204.0,0.0,200.0,0.0
2508,6.0,0.7555555555555542,5.0,13.0,1187.0,0.0,400.0,2.0
2509,,0.9,1.0,3.0,10496.0,0.0,40.0,0.0
2510,13.0,0.8097222222222209,4.0,7.0,8506.0,0.0,40.0,0.0
2511,7.0,0.6375000000000001,2.0,13.0,3799.0,0.0,40.0,2.0
2512,14.0,0.32083333333333336,5.0,31.0,1502.0,9.0,40.0,1.0
2513,13.0,0.48263888888888756,5.0,6.0,6232.0,731.0,40.0,2.0
2514,14.0,0.5819444444444458,3.0,18.0,277.0,1.0,40.0,2.0
2515,9.0,0.5701388888888875,4.0,22.0,914.0,1.0,40.0,0.0
2516,12.0,0.36736111111111125,4.0,65.0,9793.0,0.0,100.0,2.0
2517,8.0,0.7868055555555542,4.0,18.0,6477.0,0.0,40.0,0.0
2518,5.0,0.7569444444444459,1.0,13.0,26136.0,0.0,40.0,2.0
2519,9.0,0.4215277777777791,5.0,6.0,780.0,0.0,40.0,0.0
2520,9.0,0.7395833333333334,1.0,11.0,94.0,0.0,40.0,0.0
2521,12.0,0.41597222222222213,4.0,1.0,5174.0,0.0,40.0,1.0
2522,9.0,0.29236111111111124,3.0,83.0,981.0,1.0,20.0,1.0
2523,2.0,0.3104166666666667,2.0,215.0,20709.0,0.0,40.0,2.0
2524,9.0,0.4048611111111113,2.0,5.0,163.0,0.0,40.0,0.0
2525,9.0,0.5909722222222209,5.0,20.0,1837.0,1293.0,40.0,1.0
2526,13.0,0.37013888888888874,3.0,1.0,3826.0,0.0,200.0,1.0
2527,,0.42430555555555416,4.0,23.0,652.0,0.0,40.0,0.0
2528,14.0,0.7930555555555543,3.0,56.0,2178.0,0.0,40.0,3.0
2529,7.0,0.6472222222222209,4.0,4.0,,0.0,40.0,2.0
2530,2.0,0.05833333333333333,4.0,10.0,5160.0,0.0,40.0,0.0
2531,14.0,0.5034722222222209,3.0,20.0,3252.0,2.0,40.0,1.0
2532,3.0,0.3729166666666666,3.0,1.0,,0.0,40.0,0.0
2533,9.0,0.5333333333333333,1.0,5.0,241.0,0.0,40.0,0.0
2534,2.0,0.5750000000000001,2.0,13.0,65662.0,0.0,40.0,0.0
2535,13.0,0.5951388888888876,3.0,27.0,4293.0,31.0,40.0,1.0
2536,12.0,0.39513888888888876,1.0,8.0,2537.0,38.0,40.0,0.0
2537,13.0,0.41736111111111246,4.0,1.0,1439.0,0.0,200.0,1.0
2538,13.0,0.7444444444444458,4.0,9.0,6295.0,296.0,40.0,1.0
2539,9.0,0.4291666666666667,4.0,7.0,2595.0,0.0,40.0,0.0
2540,12.0,0.6055555555555542,5.0,18.0,10312.0,60.0,40.0,1.0
2541,13.0,0.4819444444444458,5.0,1.0,4590.0,0.0,40.0,1.0
2542,9.0,0.7305555555555543,3.0,5.0,75.0,0.0,40.0,0.0
2543,7.0,0.4555555555555542,2.0,2.0,648.0,0.0,200.0,2.0
2544,6.0,0.5631944444444458,3.0,62.0,922.0,1.0,20.0,0.0
2545,14.0,0.6333333333333333,5.0,17.0,3214.0,9.0,40.0,1.0
2546,12.0,0.7020833333333334,2.0,46.0,734.0,91.0,40.0,2.0
2547,9.0,0.9458333333333333,6.0,11.0,989.0,0.0,40.0,0.0
2548,13.0,0.6097222222222208,4.0,4.0,110.0,0.0,40.0,0.0
2549,7.0,0.6437499999999999,2.0,26.0,4876.0,0.0,40.0,3.0
2550,3.0,0.6583333333333333,3.0,1.0,77.0,0.0,40.0,0.0
2551,12.0,0.4888888888888876,3.0,3.0,2537.0,0.0,40.0,1.0
2552,9.0,0.43819444444444583,3.0,6.0,729.0,0.0,40.0,0.0
2553,7.0,0.6881944444444458,3.0,4.0,1382.0,0.0,40.0,1.0
2554,9.0,0.20902777777777792,3.0,10.0,227.0,0.0,40.0,0.0
2555,9.0,0.8215277777777791,4.0,22.0,1619.0,0.0,40.0,0.0
